mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_gamma,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error
0.4022648811340332,0.023445960401707176,0.006779623031616211,0.00011342846526337616,0.1,0.1,6,500,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 500}",0.9883782466004024,0.981283448545381,0.9899813204106686,0.9832181154177183,0.9903248620313463,0.9866371986011033,0.0036923171549009125,12,-149.3422808717505,-181.5963811051865,-134.59791006419394,-165.96512493039657,-134.348623074384,-153.1700640091823,18.360787305482415,11
0.4372988700866699,0.011264748645239884,0.00743708610534668,0.0008660303103652253,0.1,0.01,6,500,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 500}",0.9875674179412524,0.9800812302401414,0.9904213344233082,0.9842211002056744,0.9902942869204876,0.9865170739461728,0.003932057727454551,13,-154.46412163766237,-187.33784888079907,-131.60899665275582,-160.92919220219977,-134.56073807964074,-153.78017949061154,20.192283729640188,13
0.4331928253173828,0.013408049777574252,0.006878376007080078,9.018590483616371e-05,0.01,0.01,6,500,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 500}",0.9875674179412524,0.9800812302401414,0.9904213344233082,0.9842211002056744,0.9902942869204876,0.9865170739461728,0.003932057727454551,13,-154.46412163766237,-187.33784888079907,-131.60899665275582,-160.92919220219977,-134.56073807964074,-153.78017949061154,20.192283729640188,13
0.17763333320617675,0.009821872287291604,0.005961132049560547,0.0009787335886217747,0.1,0.01,3,500,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500}",0.9888305443197369,0.9815705985831897,0.9903633068733151,0.9838850025870693,0.9871197497676952,0.9863538404262012,0.0032177962424877033,15,-146.40737584181582,-180.1979674835038,-132.007038338081,-162.63409311544052,-155.01252356898527,-155.25179966956526,16.0960216226062,15
0.17706718444824218,0.006310466433355931,0.005363845825195312,9.642109543827124e-05,0.01,0.01,3,500,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500}",0.9888305443197369,0.9815705985831897,0.9903633068733151,0.9838850025870693,0.9871197497676952,0.9863538404262012,0.0032177962424877033,15,-146.40737584181582,-180.1979674835038,-132.007038338081,-162.63409311544052,-155.01252356898527,-155.25179966956526,16.0960216226062,15
0.21441984176635742,0.06469470954019552,0.005447959899902344,0.000477969270496242,0.01,0.1,9,100,"{'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 100}",0.9861705213655456,0.9800649840855945,0.9885772565868445,0.9800250614479895,0.9894554268660226,0.9848586500703995,0.004074854848274286,17,-162.9107922857052,-187.41423159283104,-143.72035573650544,-181.06695504309636,-140.2552536652289,-163.07351766467337,19.03406772783385,17
0.18112716674804688,0.007261000033474238,0.005160665512084961,9.007043713043421e-05,0.1,0.1,9,100,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 100}",0.9861613846615572,0.9800649266024453,0.9885772771952603,0.9800241952778347,0.9894638343604495,0.9848583236195093,0.00407638969554654,18,-162.96459843270998,-187.41450179959992,-143.7202260894452,-181.07088078964927,-140.19932772143082,-163.07390696656702,19.04824879670379,18
1.270638370513916,0.6650689798304864,0.010010576248168946,0.0009317777239406361,0.01,0.01,9,500,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 500}",0.9844928325047635,0.9800091395042971,0.988696201257477,0.9823309139260025,0.9886959487633042,0.9848450071911689,0.0034493986423432613,19,-172.50956928379173,-187.67655267284468,-142.97011979050683,-170.29563465464366,-145.21841590327054,-163.73405846101147,17.130540387668724,23
1.2015944480895997,0.48929870076469745,0.013135242462158202,0.00667325533490663,0.1,0.01,9,500,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 500}",0.9844435126716455,0.9800669942887722,0.9887021314124104,0.9822730156408496,0.9887239243910071,0.984841915680937,0.00345048123581918,20,-172.7836808830849,-187.40478213506736,-142.93261265654903,-170.57441990649278,-145.03860899522564,-163.74682091528396,17.15347506380545,24
0.5766844272613525,0.020558802035741515,0.008268451690673828,0.001070803858111135,0.01,0.1,9,500,"{'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 500}",0.9861353989807821,0.9801156716609587,0.9885028035834477,0.9799478126926002,0.9894841815858147,0.9848371737007208,0.004072231481098861,21,-163.11753136088973,-187.17581645392616,-144.18797687279223,-181.41673584101443,-140.0638872775651,-163.19238956123752,18.99174813497114,19
0.6086062431335449,0.38040399900376043,0.006869268417358398,0.0018165602635450508,0.01,0.1,9,200,"{'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 200}",0.9861593149008715,0.9800970982101582,0.9884956192821068,0.979903002970744,0.9894682747239145,0.984824662017559,0.004083942992987032,22,-162.97678480756647,-187.26321416003967,-144.233019510292,-181.61932463862684,-140.16978179370975,-163.25242498204693,19.018323682752833,20
0.7880175113677979,0.5097117824978376,0.009348773956298828,0.0046823120901336454,0.1,0.1,9,500,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 500}",0.9861368394006231,0.9801578030298396,0.9884768874801098,0.9798638248118642,0.9894759519246383,0.984822261329415,0.00407638339437725,23,-163.109057845094,-186.97741510713507,-144.35039416768697,-181.79626764864312,-140.1186834359406,-163.27036364089997,18.96958075059443,21
0.31281323432922364,0.010423262949784748,0.006203508377075196,0.0005352233740055883,0.1,0.1,9,200,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 200}",0.9861287260504059,0.9801441858642339,0.9884872250580451,0.9798464780903297,0.9894677702786786,0.9848148770683387,0.0040831874524883145,24,-163.15678027225442,-187.04156288646845,-144.2856300566772,-181.87455685493714,-140.1731386573824,-163.30633374554392,19.000496108577686,22
0.042609024047851565,0.0026090466729076166,0.004646778106689453,0.00018049058053619128,0.01,1,3,100,"{'gamma': 0.01, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 100}",0.9863108734704341,0.9777005488241214,0.987582071966134,0.9830783897432501,0.9860380608946515,0.9841419889797182,0.003542787439518353,25,-162.08201261817402,-198.21721072872418,-149.85030875031833,-166.65460410606613,-161.39032869324026,-167.6388929793046,16.26259231996662,25
0.043056488037109375,0.0052283985482298,0.004655122756958008,0.000247508710511183,0.1,1,3,100,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 100}",0.9863108734704341,0.9777005488241214,0.987582071966134,0.9830783897432501,0.9860380608946515,0.9841419889797182,0.003542787439518353,25,-162.08201261817402,-198.21721072872418,-149.85030875031833,-166.65460410606613,-161.39032869324026,-167.6388929793046,16.26259231996662,25
0.07375173568725586,0.0019273561005244558,0.004758453369140625,0.00011363356637987395,0.01,1,3,200,"{'gamma': 0.01, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 200}",0.985878670252533,0.9780921332952685,0.9872802572841451,0.9827672061565798,0.985839009633521,0.9839714553244094,0.003289074090647707,27,-164.62081563528503,-196.46912827862894,-151.66041366198755,-168.17998852817712,-162.53670450182548,-168.69341012118082,14.942343452102799,27
0.07719197273254394,0.004578884219514932,0.005217123031616211,0.0007810632154809638,0.1,1,3,200,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 200}",0.985878670252533,0.9780921332952685,0.9872802572841451,0.9827672061565798,0.9858389913164703,0.9839714516609993,0.003289072010550844,28,-164.62081563528503,-196.46912827862894,-151.66041366198755,-168.17998852817712,-162.53680962131267,-168.69343114507825,14.942334789666317,28
0.15810589790344237,0.005651837691121794,0.005445337295532227,0.0002777677583285727,0.1,1,3,500,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 500}",0.9857709245972898,0.9779758643402645,0.9872723938341051,0.982669963362588,0.9857707325463229,0.9838919757361142,0.0033160546069447247,29,-165.24765010445196,-196.98978673408627,-151.70728527938851,-168.6538317603487,-162.92806795687764,-169.10532436703062,15.05642054833546,29
0.17185311317443847,0.011045931010222464,0.0053441524505615234,7.814923158381214e-05,0.01,1,3,500,"{'gamma': 0.01, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 500}",0.9857107911231078,0.9780273358198955,0.9872621514498027,0.9826328940672963,0.9857781651599448,0.9838822675240095,0.003292497563990525,30,-165.5964583913636,-196.7594647153937,-151.7683152882341,-168.83411236707084,-162.8855099137235,-169.16877213515713,14.942389516583477,30
0.08003644943237305,0.009586751622004099,0.004735469818115234,0.00018553549388908977,0.01,1,6,100,"{'gamma': 0.01, 'learning_rate': 1, 'max_depth': 6, 'n_estimators': 100}",0.9804989925039586,0.9656213745424554,0.9822838258198316,0.9729705564311504,0.9760243880922643,0.9754798274779322,0.00592061639907478,31,-193.45300337316866,-246.11525163942488,-178.98558005677413,-210.62747667275406,-211.4898291567594,-208.13422817977622,22.473168616052305,31
0.14685492515563964,0.006914346713853201,0.00568699836730957,0.0006622022019963446,0.01,1,6,500,"{'gamma': 0.01, 'learning_rate': 1, 'max_depth': 6, 'n_estimators': 500}",0.9804981252825163,0.9656213745424554,0.9822838258198316,0.9729706613721174,0.9760243880922643,0.9754796750218372,0.0059204604764513365,32,-193.4573048106073,-246.11525163942488,-178.98558005677413,-210.6270677950706,-211.4898291567594,-208.13500669172726,22.47259759911764,32
0.09401636123657227,0.004755844884076754,0.005395317077636718,0.001241955040860853,0.01,1,6,200,"{'gamma': 0.01, 'learning_rate': 1, 'max_depth': 6, 'n_estimators': 200}",0.9804981252825163,0.9656213745424554,0.9822838258198316,0.9729706545068659,0.9760243880922643,0.9754796736487868,0.005920461058332686,33,-193.4573048106073,-246.11525163942488,-178.98558005677413,-210.62709454392532,-211.4898291567594,-208.13501204149821,22.472598192374075,33
0.07170257568359376,0.0087275050002173,0.004734563827514649,0.00015829287287659632,0.1,1,6,100,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 6, 'n_estimators': 100}",0.980471825347887,0.9657056741881784,0.9823026963511813,0.9729665402001004,0.975930895755589,0.9754755263685873,0.00589110580385551,34,-193.58770766490295,-245.81331747936915,-178.89023066441166,-210.64312437168678,-211.90177776738076,-208.16723158955028,22.392007342293073,34
0.1395948886871338,0.014007535880000248,0.004898166656494141,3.516737888855743e-05,0.1,1,6,500,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 6, 'n_estimators': 500}",0.980471825347887,0.9657056741881784,0.9823026963511813,0.9729664633500658,0.975930895755589,0.9754755109985803,0.005891112349924642,35,-193.58770766490295,-245.81331747936915,-178.89023066441166,-210.6434237769428,-211.90177776738076,-208.16729147060147,22.392013963683006,35
0.08299798965454101,0.0033018225868872925,0.004725027084350586,0.00014795630801659986,0.1,1,6,200,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 6, 'n_estimators': 200}",0.980471825347887,0.9657056741881784,0.9823026963511813,0.9729664633500658,0.975930895755589,0.9754755109985803,0.005891112349924642,35,-193.58770766490295,-245.81331747936915,-178.89023066441166,-210.6434237769428,-211.90177776738076,-208.16729147060147,22.392013963683006,35
0.09178876876831055,0.007614544575476127,0.004780483245849609,0.00011407679008135248,0.01,1,9,200,"{'gamma': 0.01, 'learning_rate': 1, 'max_depth': 9, 'n_estimators': 200}",0.9785434346839712,0.9676721221314235,0.9773108633850098,0.9704447113301226,0.9721534542603756,0.9732249171581806,0.00411564563677683,37,-202.9210278409365,-238.6617779470434,-202.55457546583918,-220.24906579614833,-227.92412774789722,-218.46211495957292,14.10903586840632,37
0.14118027687072754,0.009520312227420892,0.004960250854492187,0.00012119821744662169,0.01,1,9,500,"{'gamma': 0.01, 'learning_rate': 1, 'max_depth': 9, 'n_estimators': 500}",0.9785434346839712,0.9676721221314235,0.9773108633850098,0.9704447113301226,0.9721534542603756,0.9732249171581806,0.00411564563677683,37,-202.9210278409365,-238.6617779470434,-202.55457546583918,-220.24906579614833,-227.92412774789722,-218.46211495957292,14.10903586840632,37
0.07061100006103516,0.0033327876342478207,0.004557037353515625,4.809573504524333e-05,0.01,1,9,100,"{'gamma': 0.01, 'learning_rate': 1, 'max_depth': 9, 'n_estimators': 100}",0.9785434346839712,0.9676721221314235,0.9773108633850098,0.9704446531311948,0.9721534542603756,0.9732249055183949,0.00411565349975692,39,-202.9210278409365,-238.6617779470434,-202.55457546583918,-220.2492826482539,-227.92412774789722,-218.46215832999405,14.109041361663119,39
0.0655975341796875,0.006629074692890472,0.004564332962036133,8.226987444584976e-05,0.1,1,9,100,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 9, 'n_estimators': 100}",0.9785069643937636,0.9677099672878887,0.9773235349478051,0.9704110859645034,0.9721658439004998,0.9732234792988923,0.004102502520916661,40,-203.09340973410954,-238.52204039089173,-202.4980056295731,-220.3743200304461,-227.87341747092393,-218.4722386511889,14.040506586765444,40
0.1329881191253662,0.005436062047320502,0.005306053161621094,0.0008527892489607013,0.1,1,9,500,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 9, 'n_estimators': 500}",0.9785069643937636,0.9677099672878887,0.9773235252386794,0.9704110859645034,0.9721658439004998,0.973223477357067,0.004102500580251066,41,-203.09340973410954,-238.52204039089173,-202.49804898020935,-220.3743200304461,-227.87341747092393,-218.47224732131613,14.040496722553604,41
0.08868088722229003,0.006872179990273395,0.0047245979309082035,0.0001910348916655238,0.1,1,9,200,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 9, 'n_estimators': 200}",0.9785069643937636,0.9677099672878887,0.9773235252386794,0.9704110859645034,0.9721658439004998,0.973223477357067,0.004102500580251066,41,-203.09340973410954,-238.52204039089173,-202.49804898020935,-220.3743200304461,-227.87341747092393,-218.47224732131613,14.040496722553604,41
0.43375496864318847,0.288692752245201,0.008358383178710937,0.003071855789530095,0.1,0.01,6,200,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200}",0.9581116857773351,0.9537756943586911,0.9651143888686551,0.9605866964823193,0.9672270311246288,0.9609630993223257,0.0048249575114226164,43,-283.5263280038786,-285.38390177498354,-251.16333466052,-254.3418882162193,-247.2649328977824,-264.3360771106768,16.589789465192915,43
0.16894917488098143,0.006827251508749326,0.006320762634277344,0.002201280249064205,0.01,0.01,6,200,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200}",0.9581116857773351,0.9537756943586911,0.9651143888686551,0.9605866964823193,0.9672270311246288,0.9609630993223257,0.0048249575114226164,43,-283.5263280038786,-285.38390177498354,-251.16333466052,-254.3418882162193,-247.2649328977824,-264.3360771106768,16.589789465192915,43
0.30821738243103025,0.015214146167828764,0.005897712707519531,0.00012470512439788565,0.01,0.01,9,200,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 200}",0.956416879722742,0.9536870162010308,0.9640571771175602,0.9599383095783124,0.9660341124176897,0.9600266990074671,0.0045948657373865685,45,-289.20520958196516,-285.6575153244414,-254.94069427452717,-256.4254389052034,-251.72486712058821,-267.5907450413451,16.30955053674435,45
0.4397304058074951,0.24417271243112956,0.006451416015625,0.001051813467234656,0.1,0.01,9,200,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 200}",0.95634555500432,0.9536893601162371,0.9640571785162158,0.9599250345798909,0.9660341124176897,0.9600102481268709,0.004605549887786258,46,-289.44175813078056,-285.65028662299693,-254.94068931422933,-256.46792045444647,-251.72486712058821,-267.6451043286083,16.36500082126453,46
0.07381176948547363,0.0033395920415482546,0.004723358154296875,4.3184548666911666e-05,0.1,0.01,3,200,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200}",0.9528240375520158,0.9414146894171762,0.9584307346587494,0.94884976796066,0.957135550433526,0.9517309560044256,0.006164707666587518,47,-300.88971051242913,-321.28366224991714,-274.1695677833813,-289.7478862018028,-282.78297682854804,-293.7747607152157,16.301906609444167,47
0.07209968566894531,0.002158158240558527,0.004723691940307617,9.323082266697945e-05,0.01,0.01,3,200,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200}",0.9528240375520158,0.9414146894171762,0.9584307346587494,0.94884976796066,0.957135550433526,0.9517309560044256,0.006164707666587518,47,-300.88971051242913,-321.28366224991714,-274.1695677833813,-289.7478862018028,-282.78297682854804,-293.7747607152157,16.301906609444167,47
0.1386798858642578,0.002891189194807949,0.005873250961303711,0.001237594788235009,0.01,0.01,9,100,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 100}",0.8246091860791166,0.8267504033944767,0.8388048747653841,0.8368699170493433,0.8454724153215631,0.8345013593219768,0.00777723331117668,49,-580.1634616087231,-552.4975917251963,-539.8946510702536,-517.4441730976858,-536.9176053577081,-545.3834965719134,20.701018588470664,49
0.1469710350036621,0.0090724878000265,0.005261611938476562,0.0005771898500412828,0.1,0.01,9,100,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 100}",0.8245717667730266,0.8267506884934961,0.8388048747653841,0.8368699170493433,0.8454724153215631,0.8344939324805626,0.007786704197737773,50,-580.2253467094301,-552.4971371308147,-539.8946510702536,-517.4441730976858,-536.9176053577081,-545.3957826731785,20.72178652266436,50
0.14884066581726074,0.053785607417213784,0.0071659088134765625,0.002941664518043268,0.1,0.01,6,100,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100}",0.825164530494402,0.8259499710617361,0.8385758922335184,0.8365140810379499,0.8449900002953503,0.8342388950245914,0.007623944291734036,51,-579.2442401975422,-553.7724210047215,-540.2779832936894,-518.0082167384762,-537.755045746407,-545.8115813961673,20.24684273029467,51
0.08631248474121093,0.007977042495687921,0.004655361175537109,4.8918937634672e-05,0.01,0.01,6,100,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100}",0.825164530494402,0.8259499710617361,0.8385758922335184,0.8365140810379499,0.8449900002953503,0.8342388950245914,0.007623944291734036,51,-579.2442401975422,-553.7724210047215,-540.2779832936894,-518.0082167384762,-537.755045746407,-545.8115813961673,20.24684273029467,51
0.042070436477661136,0.0029434608222296764,0.004516506195068359,7.168776877652143e-05,0.1,0.01,3,100,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100}",0.8198454840614701,0.8103859282872067,0.8301723386883935,0.8192647742358197,0.832584797172134,0.8224506644890048,0.008060020087631289,53,-587.9894427705123,-578.0022851195843,-554.1626957529787,-544.65046055201,-558.8587860089307,-564.7327340408032,15.915289316483094,53
0.04250249862670898,0.0029834058671280197,0.004678535461425781,0.00038263997939581683,0.01,0.01,3,100,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100}",0.8198454840614701,0.8103859282872067,0.8301723386883935,0.8192647742358197,0.832584797172134,0.8224506644890048,0.008060020087631289,53,-587.9894427705123,-578.0022851195843,-554.1626957529787,-544.65046055201,-558.8587860089307,-564.7327340408032,15.915289316483094,53
0.964090633392334,0.5465263427416713,0.008620166778564453,0.001976323141408631,0.01,0.001,9,500,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 9, 'n_estimators': 500}",0.5920748348257447,0.5937870371550114,0.6070354837653235,0.6026151680423835,0.6117294563329388,0.6014483960242805,0.007547677479927645,55,-884.7838788022759,-846.0015571700819,-842.9653841822726,-807.6107950056313,-851.0828872969341,-846.4889004914392,24.542900543562315,55
0.6423219203948974,0.01766745206305619,0.007497215270996093,0.0002322214878490964,0.1,0.001,9,500,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 9, 'n_estimators': 500}",0.5920746554309999,0.5937870371550114,0.6070354837653235,0.6026151680423835,0.6117294563329388,0.6014483601453314,0.007547722038681864,56,-884.7840733545788,-846.0015571700819,-842.9653841822726,-807.6107950056313,-851.0828872969341,-846.4889394018998,24.54296125669711,56
0.3798037052154541,0.01192917185223746,0.007566404342651367,0.002664645271652438,0.01,0.001,6,500,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 500}",0.5918137757504043,0.5930074053297762,0.6065196293856283,0.601505236140802,0.6117658142375466,0.6009223721688315,0.007679355226000622,57,-885.0669502302235,-846.8130201573744,-843.5184936262891,-808.7378736700294,-851.0430383882767,-847.0358752144386,24.255220400840308,57
0.38013381958007814,0.01116973207040263,0.006424665451049805,7.200983148192833e-05,0.1,0.001,6,500,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 500}",0.5918137757504043,0.5930074053297762,0.6065196293856283,0.601505236140802,0.6117658142375466,0.6009223721688315,0.007679355226000622,57,-885.0669502302235,-846.8130201573744,-843.5184936262891,-808.7378736700294,-851.0430383882767,-847.0358752144386,24.255220400840308,57
0.3730299472808838,0.24520132358107838,0.017815780639648438,0.009713813182204416,0.1,0.001,3,500,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 500}",0.5891631335928937,0.5808854466377906,0.6006494969882306,0.5878203065597558,0.6019266675063508,0.5920890102570043,0.00802949383846054,59,-887.9359832773008,-859.3313264897255,-849.7872107219187,-822.5073133595104,-861.75969616497,-856.2643060026851,21.091175333198255,59
0.4244702339172363,0.326901101493591,0.007627964019775391,0.004728694507749936,0.01,0.001,3,500,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 500}",0.5891631335928937,0.5808854466377906,0.6006494969882306,0.5878203065597558,0.6019266675063508,0.5920890102570043,0.00802949383846054,59,-887.9359832773008,-859.3313264897255,-849.7872107219187,-822.5073133595104,-861.75969616497,-856.2643060026851,21.091175333198255,59
